@relation DATOS_HORNO_ENTRENA

@attribute CODBOB numeric
@attribute CLASACERO {B011F97,B100F55,K011F57,B102G33,B100F33,B085G99,C107G55,D071F55,B085F97,B102G55,B012F53,B105F55,B011B99,D094B33,C115G55,D012G99,C116G55,D012F55,B120G55,C114G55,K011B55,B025F55,B016F35,B013B55,B103G55,B103G33,D032F55,D031B33,B101F55,D094G55,B012F55,B081B99,B014F53,B012B97,X100G99,K021H53,B044H53,N013H53,B042H53,B023H53,K022H53,N017B97,B013C55,B032H53,K021H43,B100B95}
@attribute ANCHO numeric
@attribute ESPESOR numeric
@attribute LARGO numeric
@attribute PESO numeric
@attribute VELMED numeric
@attribute TMPP1 numeric
@attribute TMPP2 numeric
@attribute TMPP2CNG numeric
@attribute THC1 numeric
@attribute THC3 numeric
@attribute THC5 numeric

@data
23623054,B100F55,950,1.19,2067,18200,100,283,825,830,873,903,921
23623055,B105F55,950,1.19,2023,18040,100,282,828,812,872,902,920
23623056,D032F55,920,1.47,865,9080,105,285,790,778,860,890,906
23623057,D032F55,920,1.47,829,8870,79,284,788,778,860,890,906
23623058,D032F55,920,1.47,1642,17800,83,284,785,776,854,879,890
23623059,D032F55,920,1.47,1683,18400,80,281,777,778,839,869,880
23623060,D032F55,920,1.47,1652,17920,79,279,770,775,828,858,877
23623061,D032F55,920,1.47,860,9190,80,279,771,775,834,864,887
23623062,D032F55,920,1.47,817,8590,80,278,773,775,834,864,887
23623063,D032F55,920,1.47,880,9380,81,279,780,808,853,883,907
23623064,D032F55,920,1.47,838,8790,79,279,785,808,853,883,907
23623065,B100F55,950,1.19,2094,18610,80,279,828,823,845,875,895
23623066,B100F55,950,1.19,2125,18730,59,273,820,825,806,836,859
23623067,D012F55,1150,0.97,1989,17480,62,238,771,752,751,784,803
23623068,B100B95,1230,0.8,3047,23220,107,239,791,797,801,832,856
23623069,B100B95,1230,0.8,2800,21210,104,247,827,833,824,854,876
23623070,B105F55,1333,0.65,3362,23830,122,271,837,832,834,864,885
23633001,B100F55,1350,0.67,3140,22610,94,264,824,816,809,839,855
23633002,X100G99,1250,0.6,2180,12920,123,250,814,800,798,828,843
23633003,C107G55,1250,0.6,2361,14100,125,233,797,800,791,821,836
23633004,C107G55,1250,0.6,1384,8080,125,242,797,800,792,822,839
23633005,X100G99,1250,0.6,2130,12690,125,250,804,800,791,821,837
23633006,C107G55,1250,0.6,2581,15190,125,230,793,800,793,823,840
23633007,C107G55,1250,0.6,1911,11380,125,230,798,800,795,825,846
23633008,C107G55,1250,0.6,2435,14380,125,232,801,800,796,826,848
23633009,C107G55,1250,0.6,2440,14540,125,232,801,800,795,825,846
23633010,C107G55,1250,0.6,2561,15150,125,233,798,800,794,824,844
23633011,C107G55,1250,0.6,2308,13770,125,234,802,800,795,825,845
23633012,C107G55,1250,0.6,2464,14570,125,233,801,800,794,824,842
23633013,C107G55,1250,0.6,2418,14400,125,231,798,800,793,823,841
23633014,C107G55,1250,0.6,2575,15220,125,229,798,800,795,825,844
23633015,C107G55,1250,0.6,2499,14880,125,235,798,800,795,825,844
23633016,C107G55,1250,0.6,2606,15350,125,234,799,800,796,826,846
23633017,C107G55,1250,0.6,1985,11830,125,234,802,800,795,825,845
23633018,C107G55,1250,0.6,2523,14900,125,231,800,800,794,824,844
23633019,C107G55,1250,0.6,2168,12940,125,237,780,768,775,805,822
23633020,B011F97,1250,0.5,4968,24340,130,214,733,727,731,761,776
23633021,B011F97,1250,0.48,5538,24740,130,215,732,725,725,755,771
23633022,B085G99,1220,0.47,4585,20730,132,211,726,725,721,751,766
23633023,B085G99,1220,0.47,4676,21270,132,209,725,725,720,750,765
23633024,B085G99,1220,0.47,5286,23910,132,209,724,725,721,751,766
23633025,B085G99,1220,0.47,5345,24320,134,208,724,725,722,752,768
23633026,B085G99,1220,0.47,5338,24140,135,208,725,725,722,752,769
23633027,B085G99,1220,0.47,4598,20910,135,208,726,725,722,752,768
23633028,B085G99,1220,0.47,4629,20910,135,207,725,725,721,751,767
23633029,B085G99,1220,0.47,4681,21310,135,209,723,725,719,749,765
23633030,B081B99,1220,0.45,5165,22370,135,213,727,725,715,752,770
23633031,B025F55,1250,0.5,5098,25130,135,219,749,750,747,776,794
23633032,B025F55,1250,0.5,3962,19390,135,223,759,765,758,788,807
23633034,B025F55,1250,0.5,4635,23000,86,239,789,791,764,796,819
23633035,B100F55,1150,0.67,2945,17950,110,257,821,825,812,842,859
23633036,B100F55,1250,0.67,2804,18680,110,240,824,827,812,847,868
23633037,B105F55,1301,0.7,3558,25230,118,247,849,850,844,874,897
23633038,B105F55,1301,0.7,3624,25860,129,251,851,850,854,884,905
23633039,B100B95,1246,0.8,2689,20730,130,244,802,800,829,860,878
23633040,B100B95,1246,0.8,2651,20560,133,239,799,800,835,865,884
23633041,B100B95,1246,0.8,2608,20130,134,243,806,810,841,871,894
23633042,B100F55,1250,0.87,2809,23950,126,240,822,822,850,880,911
23633043,B100F55,1250,0.87,2619,22370,129,244,819,822,847,877,910
23633044,B100F55,1250,0.87,1803,15520,128,244,821,823,847,877,914
23633045,B100F55,1250,0.87,2766,23650,130,245,820,823,849,879,918
23633046,B100F55,1250,0.87,2645,22700,131,239,822,823,849,879,918
23633047,B100F55,1250,0.87,2681,22870,133,239,820,823,854,884,924
23633048,B100F55,1250,0.87,2685,23010,132,240,821,823,855,885,925
23633049,B100F55,1210,0.8,3045,23010,135,252,828,823,852,882,914
23633050,B100F55,1210,0.8,3051,23170,135,249,824,823,850,880,910
23633051,B100F55,1210,0.8,2857,21560,135,251,820,823,850,880,911
23633052,B100F55,1210,0.8,2892,21960,134,253,827,832,853,883,916
